user_id,signup_date,signup_month,channel,state,segment,age,gender,plan,activated,last_active_date,months_observed,is_churned,churn_risk_score,days_since_active
SD004682,2024-05-01,2024-05,Google Ads,Delta,Small Business,39,Female,Starter,0,2024-07-06,5,1,92,86
SD004683,2023-12-01,2023-12,App Store,Delta,Corporate,50,Female,Business Pro,1,2024-09-08,10,0,18,22
SD004684,2024-06-04,2024-06,Facebook Ads,Edo,Small Business,53,Male,Starter,1,2024-06-11,3,1,100,111
SD004685,2024-04-14,2024-04,Referral,Kano,Individual Sender,25,Female,Starter,1,2024-04-26,5,1,100,157
SD004686,2024-08-14,2024-08,Instagram,Edo,Small Business,26,Male,Starter,1,2024-08-28,1,0,26,33
SD004687,2024-02-10,2024-02,Referral,Rivers,E-commerce Seller,49,Male,Business Pro,0,2024-02-10,7,1,100,233
SD004688,2023-12-18,2023-12,Instagram,Rivers,E-commerce Seller,41,Male,Starter,1,2024-01-07,9,1,100,267
SD004689,2023-10-14,2023-10,Word of Mouth,Lagos,Individual Sender,43,Female,Starter,0,2023-10-18,11,1,100,348
SD004690,2024-01-11,2024-01,Referral,Rivers,Corporate,48,Male,Enterprise,0,2024-01-15,8,1,100,259
SD004691,2023-12-23,2023-12,Referral,Kano,Individual Sender,39,Male,Starter,1,2024-04-29,9,1,100,154
SD004692,2024-05-09,2024-05,Instagram,Oyo,Small Business,48,Female,Starter,1,2024-06-01,4,1,100,121
SD004693,2024-06-11,2024-06,Instagram,Lagos,Freelancer,39,Male,Starter,1,2024-07-06,3,1,92,86
SD004694,2024-07-03,2024-07,Facebook Ads,Lagos,Small Business,41,Male,Starter,1,2024-07-13,2,1,78,79
SD004695,2024-04-25,2024-04,Google Ads,Kano,Small Business,55,Male,Starter,0,2024-04-27,5,1,100,156
SD004696,2024-08-22,2024-08,Google Ads,Abuja,Individual Sender,34,Female,Starter,1,2024-09-16,1,0,17,14
SD004697,2023-11-23,2023-11,Referral,Kano,Small Business,38,Male,Starter,1,2023-12-17,10,1,100,288
SD004698,2024-02-16,2024-02,Instagram,Lagos,E-commerce Seller,53,Male,Business Pro,1,2024-04-24,7,1,100,159
SD004699,2024-07-25,2024-07,Google Ads,Rivers,E-commerce Seller,44,Male,Starter,1,2024-08-21,2,0,39,40
SD004700,2023-12-07,2023-12,Instagram,Lagos,Individual Sender,27,Male,Starter,0,2023-12-08,9,1,100,297
SD004701,2024-01-31,2024-01,Google Ads,Abuja,Corporate,53,Male,Business Pro,0,2024-02-04,8,1,100,239
SD004702,2024-02-05,2024-02,Instagram,Kano,Individual Sender,52,Female,Starter,0,2024-02-06,7,1,100,237
SD004703,2023-10-24,2023-10,Word of Mouth,Lagos,E-commerce Seller,44,Male,Starter,1,2024-03-24,11,1,100,190
SD004704,2024-08-02,2024-08,Word of Mouth,Lagos,E-commerce Seller,26,Female,Business Pro,1,2024-08-06,1,1,33,55
SD004705,2024-06-16,2024-06,Word of Mouth,Abuja,Small Business,30,Female,Starter,1,2024-06-16,3,1,100,106
SD004706,2024-02-14,2024-02,TikTok Ads,Oyo,Individual Sender,36,Female,Starter,0,2024-04-21,7,1,100,162
SD004707,2023-10-19,2023-10,Facebook Ads,Abuja,Individual Sender,37,Female,Starter,1,2023-12-08,11,1,100,297
SD004708,2024-01-30,2024-01,Google Ads,Abuja,Small Business,21,Female,Starter,1,2024-02-09,8,1,100,234
SD004709,2024-08-05,2024-08,App Store,Oyo,Corporate,39,Female,Business Pro,0,2024-08-08,1,1,55,53
SD004710,2023-12-21,2023-12,App Store,Kaduna,E-commerce Seller,52,Female,Starter,1,2024-01-14,9,1,100,260
SD004711,2024-01-08,2024-01,Instagram,Imo,E-commerce Seller,55,Female,Business Pro,0,2024-06-14,8,1,100,108
SD004712,2024-03-10,2024-03,TikTok Ads,Lagos,Individual Sender,32,Female,Starter,0,2024-03-15,6,1,100,199
SD004713,2024-01-27,2024-01,App Store,Abuja,Corporate,26,Male,Business Pro,1,2024-02-15,8,1,100,228
SD004714,2024-08-28,2024-08,Referral,Abuja,Freelancer,34,Male,Starter,0,2024-08-29,1,0,56,32
SD004715,2024-03-07,2024-03,Google Ads,Rivers,Individual Sender,53,Female,Starter,0,2024-03-09,6,1,100,205
SD004716,2024-07-30,2024-07,TikTok Ads,Lagos,E-commerce Seller,32,Male,Business Pro,0,2024-08-02,2,1,71,59
SD004717,2023-10-08,2023-10,Google Ads,Anambra,Individual Sender,52,Female,Starter,1,2023-10-08,11,1,100,358
SD004718,2024-08-27,2024-08,App Store,Anambra,Freelancer,21,Female,Starter,0,2024-09-01,1,0,54,29
SD004719,2024-03-17,2024-03,Google Ads,Abuja,Small Business,54,Female,Starter,0,2024-03-21,6,1,100,193
SD004720,2023-12-20,2023-12,Facebook Ads,Abuja,Corporate,41,Male,Business Pro,0,2023-12-20,9,1,100,285
SD004721,2024-03-19,2024-03,Referral,Anambra,Corporate,52,Male,Business Pro,1,2024-08-25,6,0,11,36
SD004722,2023-12-10,2023-12,Instagram,Rivers,Individual Sender,39,Male,Starter,0,2023-12-11,9,1,100,294
SD004723,2024-03-28,2024-03,Instagram,Lagos,E-commerce Seller,30,Female,Business Pro,1,2024-04-10,6,1,100,173
SD004724,2024-08-15,2024-08,Referral,Edo,E-commerce Seller,26,Male,Starter,1,2024-08-22,1,0,20,39
SD004725,2023-12-20,2023-12,Instagram,Imo,Individual Sender,54,Male,Starter,1,2023-12-29,9,1,100,276
SD004726,2024-05-18,2024-05,Facebook Ads,Abuja,E-commerce Seller,50,Male,Starter,0,2024-05-22,4,1,100,131
SD004727,2024-01-12,2024-01,Referral,Abuja,Individual Sender,50,Male,Starter,0,2024-01-16,8,1,100,258
SD004728,2024-04-16,2024-04,App Store,Lagos,Individual Sender,52,Female,Starter,0,2024-04-17,5,1,100,166
SD004729,2024-07-09,2024-07,Google Ads,Abuja,Small Business,30,Male,Business Pro,1,2024-07-30,2,1,64,62
SD004730,2024-07-23,2024-07,Google Ads,Lagos,Individual Sender,51,Female,Starter,0,2024-07-23,2,1,91,69
SD004731,2024-05-01,2024-05,Referral,Kano,Small Business,53,Male,Starter,1,2024-09-24,5,0,1,6
SD004732,2024-05-18,2024-05,Referral,Lagos,Corporate,52,Female,Business Pro,1,2024-06-29,4,1,71,93
SD004733,2024-03-21,2024-03,Word of Mouth,Anambra,E-commerce Seller,44,Female,Business Pro,1,2024-06-27,6,1,75,95
SD004734,2024-05-25,2024-05,Google Ads,Oyo,Individual Sender,41,Male,Starter,1,2024-06-20,4,1,100,102
SD004735,2024-07-05,2024-07,Instagram,Kano,Small Business,27,Female,Business Pro,1,2024-07-20,2,1,72,72
SD004736,2024-07-22,2024-07,Referral,Lagos,Corporate,39,Male,Business Pro,0,2024-07-27,2,1,64,65
SD004737,2024-08-08,2024-08,Referral,Lagos,Individual Sender,32,Male,Starter,0,2024-08-13,1,1,71,48
SD004738,2024-05-19,2024-05,Facebook Ads,Lagos,Individual Sender,33,Male,Starter,1,2024-06-07,4,1,100,115
SD004739,2024-07-07,2024-07,Google Ads,Abuja,Individual Sender,30,Male,Starter,0,2024-07-10,2,1,100,82
SD004740,2024-03-21,2024-03,Facebook Ads,Kaduna,Small Business,52,Female,Business Pro,1,2024-08-30,6,0,45,31
SD004741,2024-01-10,2024-01,TikTok Ads,Lagos,Small Business,46,Male,Starter,0,2024-01-11,8,1,100,263
SD004742,2024-05-29,2024-05,Instagram,Abuja,Small Business,27,Female,Starter,1,2024-07-06,4,1,83,86
SD004743,2024-02-22,2024-02,Word of Mouth,Abuja,Individual Sender,28,Female,Starter,1,2024-02-27,7,1,100,216
SD004744,2024-04-18,2024-04,TikTok Ads,Abuja,E-commerce Seller,30,Male,Business Pro,1,2024-05-05,5,1,100,148
SD004745,2023-12-05,2023-12,Instagram,Abuja,Individual Sender,45,Male,Starter,1,2023-12-26,10,1,100,279
SD004746,2024-03-14,2024-03,Google Ads,Edo,Small Business,27,Male,Starter,1,2024-03-24,6,1,100,190
SD004747,2024-04-24,2024-04,Google Ads,Imo,Freelancer,44,Female,Starter,1,2024-08-10,5,1,62,51
SD004748,2024-08-08,2024-08,Google Ads,Abuja,Small Business,33,Female,Starter,1,2024-08-27,1,0,26,34
SD004749,2024-03-02,2024-03,Facebook Ads,Abuja,Small Business,40,Male,Business Pro,1,2024-03-08,7,1,100,206
SD004750,2023-12-17,2023-12,Referral,Lagos,Corporate,41,Male,Enterprise,1,2024-03-08,9,1,100,206
SD004751,2024-04-30,2024-04,App Store,Lagos,Small Business,45,Male,Starter,0,2024-05-01,5,1,100,152
SD004752,2023-11-08,2023-11,Instagram,Rivers,Corporate,31,Male,Business Pro,1,2023-11-10,10,1,100,325
SD004753,2024-03-16,2024-03,TikTok Ads,Anambra,E-commerce Seller,22,Male,Business Pro,1,2024-04-01,6,1,100,182
SD004754,2024-04-16,2024-04,Word of Mouth,Abuja,Small Business,53,Male,Business Pro,0,2024-04-20,5,1,100,163
SD004755,2023-10-03,2023-10,Referral,Kano,E-commerce Seller,27,Male,Business Pro,1,2023-11-20,12,1,100,315
SD004756,2023-11-02,2023-11,TikTok Ads,Lagos,E-commerce Seller,33,Female,Starter,1,2023-11-26,11,1,100,309
SD004757,2024-01-26,2024-01,App Store,Imo,Individual Sender,41,Female,Starter,0,2024-01-29,8,1,100,245
SD004758,2024-06-29,2024-06,Word of Mouth,Abuja,Small Business,43,Male,Business Pro,1,2024-07-11,3,1,81,81
SD004759,2024-03-22,2024-03,Google Ads,Oyo,Individual Sender,20,Female,Starter,0,2024-03-22,6,1,100,192
SD004760,2024-01-22,2024-01,Referral,Abuja,Individual Sender,30,Male,Starter,0,2024-01-25,8,1,100,249
SD004761,2024-08-30,2024-08,Word of Mouth,Lagos,Small Business,52,Female,Starter,1,2024-09-17,1,0,7,13
SD004762,2023-10-29,2023-10,Referral,Rivers,Freelancer,30,Male,Starter,1,2024-03-21,11,1,100,193
SD004763,2023-10-16,2023-10,Referral,Oyo,Freelancer,35,Female,Starter,0,2024-07-30,11,1,63,62
SD004764,2023-10-05,2023-10,Instagram,Lagos,Individual Sender,32,Female,Starter,1,2023-10-24,12,1,100,342
SD004765,2024-04-16,2024-04,TikTok Ads,Delta,Individual Sender,37,Female,Starter,0,2024-04-16,5,1,100,167
SD004766,2024-05-29,2024-05,Google Ads,Lagos,Small Business,32,Male,Starter,0,2024-06-02,4,1,100,120
SD004767,2024-03-15,2024-03,Instagram,Lagos,Small Business,22,Female,Starter,1,2024-06-10,6,1,100,112
SD004768,2024-07-14,2024-07,App Store,Kano,Small Business,44,Female,Starter,0,2024-08-31,2,0,36,30
SD004769,2024-04-27,2024-04,Word of Mouth,Abuja,Small Business,51,Female,Business Pro,0,2024-08-03,5,1,55,58
SD004770,2023-11-28,2023-11,Instagram,Rivers,Small Business,29,Female,Business Pro,0,2023-11-30,10,1,100,305
SD004771,2024-05-03,2024-05,Instagram,Lagos,Small Business,32,Female,Starter,1,2024-09-01,5,0,35,29
SD004772,2024-07-14,2024-07,Facebook Ads,Lagos,Small Business,33,Female,Business Pro,0,2024-07-15,2,1,92,77
SD004773,2024-01-02,2024-01,Google Ads,Lagos,Small Business,33,Female,Starter,1,2024-09-24,9,0,27,6
SD004774,2023-12-22,2023-12,Instagram,Edo,E-commerce Seller,25,Male,Starter,1,2024-01-04,9,1,100,270
SD004775,2024-01-10,2024-01,Referral,Delta,E-commerce Seller,32,Male,Starter,1,2024-02-21,8,1,100,222
SD004776,2024-05-02,2024-05,TikTok Ads,Oyo,Small Business,43,Female,Starter,1,2024-09-26,5,0,16,4
SD004777,2024-06-17,2024-06,Word of Mouth,Lagos,Individual Sender,41,Female,Starter,0,2024-08-20,3,0,46,41
SD004778,2024-06-19,2024-06,Referral,Anambra,Small Business,48,Male,Starter,0,2024-06-24,3,1,100,98
SD004779,2023-12-22,2023-12,Referral,Kaduna,E-commerce Seller,31,Female,Business Pro,1,2024-04-05,9,1,100,178
SD004780,2024-04-02,2024-04,Referral,Rivers,E-commerce Seller,27,Male,Starter,1,2024-06-07,6,1,96,115
SD004781,2024-03-28,2024-03,Google Ads,Kaduna,Corporate,38,Female,Business Pro,1,2024-04-25,6,1,100,158
SD004782,2023-12-06,2023-12,Google Ads,Lagos,Individual Sender,35,Male,Starter,0,2023-12-08,9,1,100,297
SD004783,2024-08-23,2024-08,TikTok Ads,Abuja,E-commerce Seller,24,Male,Starter,0,2024-08-28,1,0,50,33
SD004784,2024-06-20,2024-06,App Store,Abuja,Corporate,36,Female,Business Pro,1,2024-09-13,3,0,0,17
SD004785,2023-11-06,2023-11,Instagram,Oyo,Small Business,26,Female,Starter,0,2023-11-10,10,1,100,325
SD004786,2024-06-21,2024-06,Instagram,Lagos,Small Business,25,Female,Starter,1,2024-07-09,3,1,86,83
SD004787,2024-06-12,2024-06,App Store,Abuja,Individual Sender,34,Male,Starter,0,2024-06-14,3,1,100,108
SD004788,2024-05-22,2024-05,Word of Mouth,Edo,E-commerce Seller,30,Female,Business Pro,0,2024-05-25,4,1,100,128
SD004789,2024-06-09,2024-06,Google Ads,Lagos,Small Business,22,Male,Starter,1,2024-08-04,3,1,55,57
SD004790,2024-05-01,2024-05,Instagram,Lagos,Small Business,41,Male,Starter,1,2024-06-04,5,1,100,118
SD004791,2024-05-19,2024-05,Word of Mouth,Kano,Individual Sender,46,Female,Starter,0,2024-05-22,4,1,100,131
SD004792,2023-10-06,2023-10,Referral,Abuja,Small Business,29,Female,Starter,1,2023-11-27,12,1,100,308
SD004793,2023-12-03,2023-12,Google Ads,Rivers,E-commerce Seller,48,Female,Starter,1,2024-01-19,10,1,100,255
SD004794,2023-10-03,2023-10,Instagram,Edo,E-commerce Seller,39,Male,Starter,0,2023-10-05,12,1,100,361
SD004795,2024-03-31,2024-03,Google Ads,Abuja,Individual Sender,43,Female,Starter,1,2024-04-04,6,1,100,179
SD004796,2023-10-21,2023-10,Facebook Ads,Kano,Small Business,50,Male,Business Pro,0,2023-10-24,11,1,100,342
SD004797,2024-01-16,2024-01,Instagram,Kano,E-commerce Seller,22,Male,Starter,1,2024-02-21,8,1,100,222
SD004798,2023-10-16,2023-10,Word of Mouth,Kano,Small Business,43,Male,Starter,0,2023-10-16,11,1,100,350
SD004799,2024-04-27,2024-04,Word of Mouth,Abuja,Individual Sender,33,Female,Starter,1,2024-05-04,5,1,100,149
SD004800,2023-11-27,2023-11,Word of Mouth,Abuja,Small Business,54,Female,Starter,1,2024-01-29,10,1,100,245
SD004801,2024-07-30,2024-07,Facebook Ads,Delta,Freelancer,48,Male,Starter,1,2024-08-16,2,0,55,45
SD004802,2024-04-15,2024-04,Word of Mouth,Lagos,Freelancer,29,Male,Starter,0,2024-04-18,5,1,100,165
SD004803,2024-03-31,2024-03,Google Ads,Kaduna,Individual Sender,43,Male,Starter,0,2024-04-01,6,1,100,182
SD004804,2024-07-23,2024-07,Referral,Rivers,E-commerce Seller,53,Male,Business Pro,1,2024-08-29,2,0,15,32
SD004805,2024-04-02,2024-04,TikTok Ads,Oyo,Individual Sender,23,Male,Starter,0,2024-04-03,6,1,100,180
SD004806,2024-05-04,2024-05,Instagram,Rivers,Corporate,43,Female,Business Pro,1,2024-05-27,4,1,100,126
SD004807,2024-03-12,2024-03,TikTok Ads,Oyo,Small Business,35,Female,Starter,1,2024-03-17,6,1,100,197
SD004808,2024-04-07,2024-04,Google Ads,Rivers,E-commerce Seller,41,Male,Business Pro,0,2024-07-30,5,1,66,62
SD004809,2024-07-15,2024-07,Google Ads,Abuja,Individual Sender,48,Female,Starter,1,2024-08-15,2,1,43,46
SD004810,2024-07-17,2024-07,Google Ads,Kano,Small Business,40,Female,Starter,0,2024-07-22,2,1,85,70
SD004811,2023-11-09,2023-11,Google Ads,Abuja,Small Business,45,Male,Starter,0,2023-11-09,10,1,100,326
SD004812,2024-03-13,2024-03,Word of Mouth,Lagos,Individual Sender,31,Male,Starter,1,2024-04-30,6,1,100,153
SD004813,2024-03-08,2024-03,Instagram,Lagos,Individual Sender,34,Male,Starter,0,2024-03-08,6,1,100,206
SD004814,2023-10-04,2023-10,Word of Mouth,Kaduna,Small Business,51,Female,Business Pro,1,2024-09-04,12,0,27,26
SD004815,2024-07-27,2024-07,Referral,Abuja,E-commerce Seller,52,Male,Starter,1,2024-09-19,2,0,0,11
SD004816,2024-04-17,2024-04,Instagram,Lagos,Small Business,21,Male,Starter,0,2024-07-01,5,1,96,91
SD004817,2023-11-21,2023-11,Facebook Ads,Oyo,Corporate,47,Female,Business Pro,1,2023-12-16,10,1,100,289
SD004818,2024-08-30,2024-08,Instagram,Rivers,E-commerce Seller,24,Female,Business Pro,1,2024-09-20,1,0,1,10
SD004819,2023-11-07,2023-11,Referral,Abuja,Small Business,46,Female,Starter,1,2024-03-02,10,1,100,212
SD004820,2024-05-16,2024-05,Instagram,Abuja,E-commerce Seller,31,Female,Business Pro,0,2024-05-17,4,1,100,136
SD004821,2024-06-08,2024-06,Word of Mouth,Lagos,Small Business,33,Female,Starter,0,2024-06-13,3,1,100,109
SD004822,2024-06-07,2024-06,App Store,Rivers,Individual Sender,27,Female,Starter,0,2024-06-09,3,1,100,113
SD004823,2023-11-26,2023-11,Google Ads,Rivers,Small Business,42,Male,Business Pro,0,2024-05-15,10,1,100,138
SD004824,2024-08-21,2024-08,Word of Mouth,Oyo,Small Business,49,Female,Starter,0,2024-08-22,1,0,58,39
SD004825,2024-05-25,2024-05,Instagram,Lagos,Small Business,38,Male,Starter,1,2024-05-26,4,1,100,127
SD004826,2023-10-05,2023-10,Word of Mouth,Abuja,Individual Sender,49,Female,Starter,1,2024-03-12,12,1,100,202
SD004827,2024-07-06,2024-07,App Store,Imo,Small Business,24,Male,Starter,0,2024-07-10,2,1,92,82
SD004828,2024-07-18,2024-07,Instagram,Lagos,Freelancer,54,Male,Starter,0,2024-07-18,2,1,93,74
SD004829,2024-02-21,2024-02,Facebook Ads,Kaduna,E-commerce Seller,32,Female,Business Pro,1,2024-03-20,7,1,100,194
SD004830,2024-02-16,2024-02,TikTok Ads,Abuja,Individual Sender,51,Male,Starter,1,2024-02-17,7,1,100,226
SD004831,2024-02-08,2024-02,Word of Mouth,Kaduna,Small Business,40,Female,Starter,1,2024-05-17,7,1,100,136
SD004832,2024-06-03,2024-06,App Store,Lagos,Individual Sender,55,Female,Starter,1,2024-07-11,3,1,79,81
SD004833,2024-02-26,2024-02,Instagram,Lagos,Corporate,48,Male,Enterprise,0,2024-03-02,7,1,100,212
SD004834,2023-12-19,2023-12,Word of Mouth,Imo,Small Business,51,Male,Starter,0,2023-12-21,9,1,100,284
SD004835,2024-02-19,2024-02,Google Ads,Oyo,E-commerce Seller,20,Male,Starter,0,2024-02-19,7,1,100,224
SD004836,2024-08-01,2024-08,Word of Mouth,Kaduna,Small Business,54,Male,Starter,0,2024-08-01,2,1,74,60
SD004837,2024-07-26,2024-07,Referral,Lagos,E-commerce Seller,49,Female,Starter,1,2024-09-16,2,0,0,14
SD004838,2024-02-10,2024-02,Referral,Abuja,Corporate,47,Female,Business Pro,0,2024-02-11,7,1,100,232
SD004839,2024-02-23,2024-02,Facebook Ads,Kano,E-commerce Seller,35,Male,Business Pro,1,2024-08-04,7,1,60,57
SD004840,2023-10-21,2023-10,Facebook Ads,Edo,Small Business,38,Male,Business Pro,1,2024-09-03,11,0,46,27
SD004841,2024-02-07,2024-02,Instagram,Anambra,Freelancer,47,Female,Starter,0,2024-02-08,7,1,100,235
SD004842,2024-04-04,2024-04,Google Ads,Lagos,E-commerce Seller,21,Male,Starter,1,2024-04-12,5,1,100,171
SD004843,2023-10-05,2023-10,Word of Mouth,Lagos,E-commerce Seller,47,Male,Business Pro,1,2023-12-06,12,1,100,299
SD004844,2024-02-01,2024-02,Instagram,Kano,E-commerce Seller,52,Female,Business Pro,0,2024-02-06,8,1,100,237
SD004845,2024-01-31,2024-01,App Store,Abuja,Individual Sender,26,Male,Starter,1,2024-03-19,8,1,100,195
SD004846,2023-11-16,2023-11,App Store,Rivers,Individual Sender,26,Male,Starter,0,2023-11-17,10,1,100,318
SD004847,2024-07-04,2024-07,Referral,Lagos,Freelancer,38,Female,Starter,1,2024-08-22,2,0,31,39
SD004848,2024-01-11,2024-01,Google Ads,Kaduna,Freelancer,27,Female,Starter,1,2024-03-13,8,1,100,201
SD004849,2024-08-29,2024-08,Google Ads,Kaduna,Small Business,55,Male,Starter,0,2024-08-31,1,0,53,30
SD004850,2024-08-07,2024-08,Facebook Ads,Oyo,Freelancer,41,Female,Starter,0,2024-08-12,1,1,73,49
SD004851,2024-05-27,2024-05,Referral,Oyo,E-commerce Seller,55,Female,Business Pro,0,2024-05-29,4,1,100,124
SD004852,2023-12-20,2023-12,TikTok Ads,Kano,Small Business,34,Male,Starter,1,2024-01-07,9,1,100,267
SD004853,2024-04-05,2024-04,Referral,Lagos,Individual Sender,52,Female,Starter,1,2024-07-30,5,1,65,62
SD004854,2024-03-07,2024-03,Google Ads,Imo,E-commerce Seller,24,Male,Business Pro,0,2024-03-09,6,1,100,205
SD004855,2024-01-17,2024-01,TikTok Ads,Abuja,Small Business,48,Female,Starter,1,2024-02-16,8,1,100,227
SD004856,2024-05-30,2024-05,TikTok Ads,Anambra,Small Business,47,Female,Starter,1,2024-06-17,4,1,100,105
SD004857,2023-12-27,2023-12,Instagram,Lagos,E-commerce Seller,55,Male,Business Pro,1,2024-01-12,9,1,100,262
SD004858,2024-04-12,2024-04,Referral,Abuja,Individual Sender,35,Male,Starter,1,2024-08-01,5,1,57,60
SD004859,2024-03-30,2024-03,Google Ads,Lagos,Small Business,32,Male,Starter,1,2024-03-30,6,1,100,184
SD004860,2024-05-07,2024-05,Word of Mouth,Oyo,Freelancer,23,Female,Starter,0,2024-05-11,4,1,100,142
SD004861,2023-12-25,2023-12,Google Ads,Abuja,Freelancer,51,Male,Starter,0,2023-12-30,9,1,100,275
SD004862,2024-08-22,2024-08,Google Ads,Abuja,E-commerce Seller,25,Male,Business Pro,0,2024-08-23,1,0,52,38
SD004863,2023-11-23,2023-11,Instagram,Abuja,E-commerce Seller,32,Female,Business Pro,1,2023-12-03,10,1,100,302
SD004864,2024-03-23,2024-03,Referral,Abuja,Individual Sender,47,Female,Starter,0,2024-03-24,6,1,100,190
SD004865,2023-12-07,2023-12,Facebook Ads,Lagos,E-commerce Seller,38,Male,Starter,0,2023-12-12,9,1,100,293
SD004866,2023-10-18,2023-10,Referral,Abuja,Individual Sender,49,Male,Starter,0,2023-10-23,11,1,100,343
SD004867,2024-05-29,2024-05,App Store,Rivers,E-commerce Seller,32,Male,Business Pro,1,2024-06-13,4,1,99,109
SD004868,2024-07-11,2024-07,Word of Mouth,Lagos,Small Business,21,Male,Starter,0,2024-07-14,2,1,89,78
SD004869,2024-07-09,2024-07,Google Ads,Edo,E-commerce Seller,45,Male,Business Pro,1,2024-08-05,2,1,52,56
SD004870,2024-05-20,2024-05,App Store,Lagos,Small Business,53,Female,Business Pro,0,2024-05-23,4,1,100,130
SD004871,2024-03-27,2024-03,Facebook Ads,Kaduna,E-commerce Seller,42,Male,Business Pro,0,2024-03-28,6,1,100,186
SD004872,2024-07-25,2024-07,Instagram,Abuja,Small Business,48,Female,Starter,0,2024-07-28,2,1,81,64
SD004873,2024-04-16,2024-04,Referral,Rivers,E-commerce Seller,20,Female,Starter,1,2024-07-06,5,1,70,86
SD004874,2024-03-24,2024-03,Word of Mouth,Rivers,Freelancer,27,Male,Starter,0,2024-03-24,6,1,100,190
SD004875,2024-07-26,2024-07,Instagram,Imo,E-commerce Seller,47,Male,Business Pro,1,2024-08-08,2,1,50,53
SD004876,2024-08-20,2024-08,Facebook Ads,Oyo,Individual Sender,28,Male,Starter,1,2024-09-10,1,0,23,20
SD004877,2023-10-14,2023-10,App Store,Kaduna,Individual Sender,30,Female,Starter,0,2023-10-18,11,1,100,348
SD004878,2024-01-13,2024-01,Instagram,Abuja,Small Business,54,Male,Starter,1,2024-02-08,8,1,100,235
SD004879,2024-05-15,2024-05,TikTok Ads,Delta,Individual Sender,55,Female,Starter,0,2024-08-15,4,1,67,46
SD004880,2023-10-15,2023-10,Google Ads,Edo,Small Business,24,Female,Business Pro,0,2023-10-18,11,1,100,348
SD004881,2024-03-09,2024-03,Google Ads,Delta,Small Business,28,Female,Starter,1,2024-06-15,6,1,95,107
SD004882,2023-12-08,2023-12,Google Ads,Kano,Freelancer,32,Male,Starter,0,2023-12-08,9,1,100,297
SD004883,2023-12-21,2023-12,Google Ads,Delta,Corporate,33,Male,Business Pro,0,2024-02-06,9,1,100,237
SD004884,2023-12-27,2023-12,Instagram,Kano,Freelancer,34,Male,Starter,1,2024-02-11,9,1,100,232
SD004885,2024-01-13,2024-01,Google Ads,Abuja,Small Business,55,Male,Starter,1,2024-02-08,8,1,100,235
SD004886,2024-01-12,2024-01,Facebook Ads,Lagos,E-commerce Seller,44,Female,Business Pro,1,2024-05-01,8,1,100,152
SD004887,2024-06-01,2024-06,Instagram,Abuja,Individual Sender,48,Male,Starter,0,2024-06-02,4,1,100,120
SD004888,2024-03-10,2024-03,Instagram,Lagos,Corporate,22,Male,Business Pro,1,2024-04-05,6,1,100,178
SD004889,2024-07-27,2024-07,Instagram,Edo,Corporate,40,Male,Business Pro,1,2024-08-01,2,1,49,60
